  <entry n=""> 
  	<note type="occurencesNT"></note>
  	<form><orth></orth></form>
 	<gramGrp><pos></pos></gramGrp>
 	<sense></sense>
 	<sense n="1">1. †</sense>
 	<ref osisRef=""></ref>
 	<foreign xml:lang="grc"></foreign>
 </entry>

Order	LX	Strong	OccurencesNT	Source
3573	ὀπτάνομαι	G3700	1	
3575	ὀπτός	G3702	1	
3576	ὀπώρα	G3703	1	
3580	ὁρατός	G3707	1	
3584	ὀργίλος	G3711	1	
3588	ὄρεξις	G3715	1	
3589	ὀρθοποδέω	G3716	1	
3591	ὀρθοτομέω	G3718	1	
3592	ὀρθρίζω	G3719	1	
3593	ὀρθρινός	G3720	1	
3604	ὅρμημα	G3731	1	
3607	ὁροθεσία	G3734	1	
3616	ὁσίως	G3743	1	
3623	ὄσφρησις	G3750	1	
3633	οὐδαμῶς	G3760	1	
3639	οὐκοῦν	G3766	1	
3646	Οὐρβανός	G3773	1	
3647	Οὐρίας	G3774	1	
3664	ὀχλέομαι	G3791	1	
3665	ὀχλοποιέω	G3792	1	
3667	ὀχύρωμα	G3794	1	
3670	ὄψιμος	G3797	1	
3675	παγιδεύω	G3802	1	
3678	παθητός	G3805	1	
3681	παιδάριον	G3808	1	
3685	παιδιόθεν	G3812	1	
3688	παίζω	G3815	1	
3694	παλαιότης	G3821	1	
3699	παμπληθεί	G3826	1	
3702	πανδοχεῖον	G3829	1	
3703	πανδοχεύς	G3830	1	
3704	πανήγυρις	G3831	1	
3705	πανοικεί	G3832	1	
3708	πανοῦργος	G3835	1	
3712	πάντῃ	G3839	1	
3719	παραβάλλω	G3846	1	
3724	παραβολεύομαι	G3851	1	
3729	παραδειγματίζω	G3856	1	
3734	παράδοξος	G3861	1	
3737	παραθαλάσσιος	G3864	1	
3738	παραθεωρέω	G3865	1	
3744	παρακαλύπτομαι	G3871	1	
3755	παράλιος	G3882	1	
3756	παραλλαγή	G3883	1	
3762	παραμυθία	G3889	1	
3763	παραμύθιον	G3890	1	
3764	παρανομέω	G3891	1	
3765	παρανομία	G3892	1	
3766	παραπικραίνω	G3893	1	
3768	παραπίπτω	G3895	1	
3769	παραπλέω	G3896	1	
3770	παραπλήσιον	G3897	1	
3771	παραπλησίως	G3898	1	
3774	παραρρέω	G3901	1	
3775	παράσημος	G3902	1	
3778	παρατείνω	G3905	1	
3780	παρατήρησις	G3907	1	
3782	παρατυγχάνω	G3909	1	
3783	παραυτίκα	G3910	1	
3785	παραφρονέω	G3912	1	
3786	παραφρονία	G3913	1	
3788	παραχειμασία	G3915	1	
3790	πάρδαλις	G3917	1	
3792	παρεισάγω	G3919	1	
3793	παρείσακτος	G3920	1	
3794	παρεισδύω	G3921	1	
3796	παρεισφέρω	G3923	1	
3799	παρενοχλέω	G3926	1	
3802	πάρεσις	G3929	1	
3804	παρηγορία	G3931	1	
3805	παρθενία	G3932	1	
3807	Πάρθος	G3934	1	
3808	παρίημι	G3935	1	
3810	Παρμενᾶς	G3937	1	
3811	πάροδος	G3938	1	
3817	παροίχομαι	G3944	1	
3818	παρομοιάζω	G3945	1	
3819	παρόμοιος	G3946	1	
3823	παροργισμός	G3950	1	
3824	παροτρύνω	G3951	1	
3826	παροψίς	G3953	1	
3832	Πάταρα	G3959	1	
3836	Πάτμος	G3963	1	
3837	πατρολῴας	G3964	1	
3840	πατρικός	G3967	1	
3842	Πατροβᾶς	G3969	1	
3843	πατροπαράδοτος	G3970	1	
3850	πεδινός	G3977	1	
3851	πεζεύω	G3978	1	
3854	πειθός	G3981	1	
3860	πειράω	G3987	1	
3861	πεισμονή	G3988	1	
3863	πελεκίζω	G3990	1	
3866	πένης	G3993	1	
3868	πενθερός	G3995	1	
3871	πενιχρός	G3998	1	
3872	πεντάκις	G3999	1	
3876	πεντεκαιδέκατος	G4003	1	
3892	περιδέω	G4019	1	
3893	περιεργάζομαι	G4020	1	
3898	περίθεσις	G4025	1	
3900	περικάθαρμα	G4027	1	
3904	περικρατής	G4031	1	
3906	περικυκλόω	G4033	1	
3910	περιμένω	G4037	1	
3911	πέριξ	G4038	1	
3912	περιοικέω	G4039	1	
3913	περίοικος	G4040	1	
3914	περιούσιος	G4041	1	
3915	περιοχή	G4042	1	
3917	περιπείρω	G4044	1	
3921	περιρήγνυμι	G4048	1	
3922	περισπάομαι	G4049	1	
3927	περισσότερον	G4054	1	
3935	περιτρέπω	G4062	1	
3936	περιτρέχω	G4063	1	
3938	περιφρονέω	G4065	1	
3940	περίψημα	G4067	1	
3941	περπερεύομαι	G4068	1	
3942	Περσίς	G4069	1	
3949	πήγανον	G4076	1	
3951	πήγνυμι	G4078	1	
3959	πιθανολογία	G4086	1	
3965	πίμπρημι	G4092	1	
3966	πινακίδιον	G4093	1	
3969	πιότης	G4096	1	
3977	πιστόομαι	G4104	1	
3980	πλανήτης	G4107	1	
3983	πλάσμα	G4110	1	
3985	πλαστός	G4112	1	
3990	πλέγμα	G4117	1	
4005	πλήμμυρα	G4132	1	
4013	πλησμονή	G4140	1	
4031	ποδήρης	G4158	1	
4035	ποίησις	G4162	1	
4048	πολίτευμα	G4175	1	
4052	πολλαπλασίων	G4179	1	
4053	πολυλογία	G4180	1	
4054	πολυμερῶς	G4181	1	
4055	πολυποίκιλος	G4182	1	
4057	πολύσπλαγχνος	G4184	1	
4060	πολυτρόπως	G4187	1	
4066	Ποντικός	G4193	1	
4074	Πόρκιος	G4201	1	
4084	πορφυρόπωλις	G4211	1	
4089	ποταμοφόρητος	G4216	1	
4093	πότερον	G4220	1	
4096	Ποτίολοι	G4223	1	
4097	πότος	G4224	1	
4100	Πούδης	G4227	1	
4103	πραγματεία	G4230	1	
4104	πραγματεύομαι	G4231	1	
4120	πρεσβῦτις	G4247	1	
4121	πρηνής	G4248	1	
4122	πρίζω	G4249	1	
4128	προαιρέομαι	G4255	1	
4129	προαιτιάομαι	G4256	1	
4130	προακούω	G4257	1	
4132	προαύλιον	G4259	1	
4135	προβατικός	G4262	1	
4137	προβιβάζω	G4264	1	
4138	προβλέπομαι	G4265	1	
4139	προγίνομαι	G4266	1	
4145	προδίδωμι	G4272	1	
4147	πρόδρομος	G4274	1	
4149	προελπίζω	G4276	1	
4156	προευαγγελίζομαι	G4283	1	
4157	προέχομαι	G4284	1	
4158	προηγέομαι	G4285	1	
4160	προθεσμία	G4287	1	
4163	προθύμως	G4290	1	
4165	προκαλέομαι	G4292	1	
4167	προκαταρτίζω	G4294	1	
4169	προκηρύσσω	G4296	1	
4172	πρόκριμα	G4299	1	
4173	προκυρόω	G4300	1	
4176	προμαρτύρομαι	G4303	1	
4177	προμελετάω	G4304	1	
4178	προμεριμνάω	G4305	1	
4183	προπάσχω	G4310	1	
4188	προσάββατον	G4315	1	
4189	προσαγορεύω	G4316	1	
4192	προσαιτέω	G4319	1	
4193	προσαναβαίνω	G4320	1	
4194	προσαναλίσκω	G4321	1	
4197	προσαπειλέομαι	G4324	1	
4198	προσδαπανάω	G4325	1	
4199	προσδέομαι	G4326	1	
4203	προσεάω	G4330	1	
4206	προσεργάζομαι	G4333	1	
4211	προσηλόω	G4338	1	
4216	προσκαρτέρησις	G4343	1	
4217	προσκεφάλαιον	G4344	1	
4218	προσκληρόομαι	G4345	1	
4219	πρόσκλισις	G4346	1	
4222	προσκοπή	G4349	1	
4226	προσκυνητής	G4353	1	
4229	πρόσλημψις	G4356	1	
4231	προσορμίζομαι	G4358	1	
4232	προσοφείλω	G4359	1	
4234	πρόσπεινος	G4361	1	
4235	προσπήγνυμι	G4362	1	
4237	προσποιέομαι	G4364	1	
4238	προσπορεύομαι	G4365	1	
4241	προστάτις	G4368	1	
4244	προσφάγιον	G4371	1	
4245	πρόσφατος	G4372	1	
4246	προσφάτως	G4373	1	
4248	προσφιλής	G4375	1	
4251	πρόσχυσις	G4378	1	
4252	προσψαύω	G4379	1	
4253	προσωπολημπτέω	G4380	1	
4254	προσωπολήμπτης	G4381	1	
4258	προτείνω	G4385	1	
4262	προτρέπομαι	G4389	1	
4272	προφθάνω	G4399	1	
4274	προχειροτονέω	G4401	1	
4275	Πρόχορος	G4402	1	
4279	πρόϊμος	G4406	1	
4282	πρωτεύω	G4409	1	
4285	πρῶτον	G4412	1	
4287	πρωτοστάτης	G4414	1	
4288	πρωτοτόκια	G4415	1	
4291	πτέρνα	G4418	1	
4294	πτηνόν	G4421	1	
4296	πτόησις	G4423	1	
4297	Πτολεμαΐς	G4424	1	
4299	πτύρομαι	G4426	1	
4300	πτύσμα	G4427	1	
4301	πτύσσω	G4428	1	
4306	πτωχεύω	G4433	1	
4308	πυγμή	G4435	1	
4309	πύθων	G4436	1	
4311	πυκτεύω	G4438	1	
4320	πύρινος	G4447	1	
4339	Ῥαγαύ	G4466	1	
4340	ῥᾳδιούργημα	G4467	1	
4341	ῥᾳδιουργία	G4468	1	
4342	ῥακά	G4469	1	
4344	Ῥαμά	G4471	1	
4350	Ῥαχάβ	G4477	1	
4351	Ῥαχήλ	G4478	1	
4352	Ῥεβέκκα	G4479	1	
4353	ῥεδή	G4480	1	
4357	Ῥήγιον	G4484	1	
4358	ῥῆγμα	G4485	1	
4361	Ῥησά	G4488	1	
4362	ῥήτωρ	G4489	1	
4363	ῥητῶς	G4490	1	
4366	ῥιπή	G4493	1	
4367	ῥιπίζομαι	G4494	1	
4371	Ῥόδη	G4498	1	
4372	Ῥόδος	G4499	1	
4373	ῥοιζηδόν	G4500	1	
4375	Ῥουβήν	G4502	1	
4376	Ῥούθ	G4503	1	
4380	ῥυπαρία	G4507	1	
4382	ῥύπος	G4509	1	
4385	ῥυτίς	G4512	1	
4388	Ῥωμαϊστί	G4515	1	
4390	ῥώννυμαι	G4517	1	
4393	σαββατισμός	G4520	1	
4395	σαγήνη	G4522	1	
4398	σαίνομαι	G4525	1	
4402	Σαλαμίς	G4529	1	
4403	Σαλείμ	G4530	1	
4407	Σαλμώνη	G4534	1	
4408	σάλος	G4535	1	
4411	σαλπιστής	G4538	1	
4416	Σαμοθρᾴκη	G4543	1	
4417	Σάμος	G4544	1	
4419	Σαμψών	G4546	1	
4421	σανίς	G4548	1	
4424	Σάπφειρα	G4551	1	
4425	σάπφιρος	G4552	1	
4426	σαργάνη	G4553	1	
4430	σαρδόνυξ	G4557	1	
4431	Σάρεπτα	G4558	1	
4435	Σερούχ	G4562	1	
4438	Σαρών	G4565	1	
4446	σεβάζομαι	G4573	1	
4450	σειρά	G4577	1	
4453	Σεκοῦνδος	G4580	1	
4454	Σελεύκεια	G4581	1	
4457	Σεμεΐν	G4584	1	
4458	σεμίδαλις	G4585	1	
4461	Σέργιος	G4588	1	
4462	Σήθ	G4589	1	
4463	Σήμ	G4590	1	
4466	σημειόομαι	G4593	1	
4468	σήπω	G4595	1	
4469	σιρικός	G4596	1	
4471	σητόβρωτος	G4598	1	
4472	σθενόω	G4599	1	
4477	σίδηρος	G4604	1	
4480	σικάριος	G4607	1	
4481	σίκερα	G4608	1	
4485	σιμικίνθιον	G4612	1	
4490	σινιάζω	G4617	1	
4492	σιτιστός	G4619	1	
4493	σιτομέτριον	G4620	1	
4502	σκέπασμα	G4629	1	
4503	Σκευᾶς	G4630	1	
4504	σκευή	G4631	1	
4507	σκηνοπηγία	G4634	1	
4508	σκηνοποιός	G4635	1	
4516	σκληρότης	G4643	1	
4517	σκληροτράχηλος	G4644	1	
4520	σκόλοψ	G4647	1	
4522	σκοπός	G4649	1	
4530	σκύβαλον	G4657	1	
4531	Σκύθης	G4658	1	
4535	σκωληκόβρωτος	G4662	1	
4536	σκώληξ	G4663	1	
4537	σμαράγδινος	G4664	1	
4538	σμάραγδος	G4665	1	
4542	σμυρνίζω	G4669	1	
4546	σορός	G4673	1	
4550	Σουσάννα	G4677	1	
4561	σπεκουλάτωρ	G4688	1	
4564	σπερμολόγος	G4691	1	
4567	σπιλάς	G4694	1	
4574	σπορά	G4701	1	
4585	στάδιον	G4712	1	
4586	στάμνος	G4713	1	
4588	στατήρ	G4715	1	
4593	Στάχυς	G4720	1	
4598	στέμμα	G4725	1	
4606	στερέωμα	G4733	1	
4613	στηριγμός	G4740	1	
4615	στίγμα	G4742	1	
4616	στιγμή	G4743	1	
4617	στίλβω	G4744	1	
4619	στιβάς	G4746	1	
4624	στόμαχος	G4751	1	
4631	στρατολογέω	G4758	1	
4633	στρατόπεδον	G4760	1	
4634	στρεβλόω	G4761	1	
4637	στρῆνος	G4764	1	
4640	στυγητός	G4767	1	
4647	συγγνώμη	G4774	1	
4651	συγκακουχέομαι	G4778	1	
4653	συγκαλύπτω	G4780	1	
4654	συγκάμπτω	G4781	1	
4655	συγκαταβαίνω	G4782	1	
4656	συγκατάθεσις	G4783	1	
4657	συγκατατίθεμαι	G4784	1	
4658	συγκαταψηφίζομαι	G4785	1	
4660	συγκινέω	G4787	1	
4665	συγκομίζω	G4792	1	
4667	συγκύπτω	G4794	1	
4668	συγκυρία	G4795	1	
4671	συγχράομαι	G4798	1	
4672	σύγχυσις	G4799	1	
4677	συζητητής	G4804	1	
4678	σύζυγος	G4805	1	
4680	συκάμινος	G4807	1	
4685	συλαγωγέω	G4812	1	
4686	συλάω	G4813	1	
4690	συλλογίζομαι	G4817	1	
4691	συλλυπέομαι	G4818	1	
4698	σύμβουλος	G4825	1	
4700	συμμαθητής	G4827	1	
4702	συμμερίζομαι	G4829	1	
4704	συμμιμητής	G4831	1	
4708	συμπαθής	G4835	1	
4709	συμπαραγίνομαι	G4836	1	
4710	συμπαρακαλέομαι	G4837	1	
4713	συμπάρειμι	G4840	1	
4716	συμπεριλαμβάνω	G4843	1	
4717	συμπίνω	G4844	1	
4720	συμπολίτης	G4847	1	
4723	συμπρεσβύτερος	G4850	1	
4725	σύμφημι	G4852	1	
4726	συμφυλέτης	G4853	1	
4727	σύμφυτος	G4854	1	
4728	συμφύομαι	G4855	1	
4730	συμφώνησις	G4857	1	
4731	συμφωνία	G4858	1	
4732	σύμφωνος	G4859	1	
4733	συμψηφίζω	G4860	1	
4734	σύμψυχος	G4861	1	
4738	συναγωνίζομαι	G4865	1	
4744	συναλίζομαι	G4871	1	
4748	συναναπαύομαι	G4875	1	
4754	συναπόλλυμαι	G4881	1	
4755	συναποστέλλω	G4882	1	
4758	συναυξάνομαι	G4885	1	
4760	συνδέομαι	G4887	1	
4761	συνδοξάζομαι	G4888	1	
4763	συνδρομή	G4890	1	
4772	συνεκλεκτός	G4899	1	
4774	συνεπιμαρτυρέω	G4901	1	
4775	συνέπομαι	G4902	1	
4784	συνεφίστημι	G4911	1	
4786	συνήδομαι	G4913	1	
4788	συνηλικιώτης	G4915	1	
4792	συνθρύπτω	G4919	1	
4795	συνοδεύω	G4922	1	
4796	συνοδία	G4923	1	
4797	συνοικέω	G4924	1	
4798	συνοικοδομέω	G4925	1	
4799	συνομιλέω	G4926	1	
4800	συνομορέω	G4927	1	
4805	συντέμνω	G4932	1	
4811	σύντριμμα	G4938	1	
4812	σύντροφος	G4939	1	
4813	συντυγχάνω	G4940	1	
4814	Συντύχη	G4941	1	
4815	συνυποκρίνομαι	G4942	1	
4816	συνυπουργέω	G4943	1	
4817	συνωδίνω	G4944	1	
4818	συνωμοσία	G4945	1	
4819	Συράκουσαι	G4946	1	
4821	Σύρος	G4948	1	
4823	Σύρτις	G4950	1	
4826	σύσσημον	G4953	1	
4827	σύσσωμος	G4954	1	
4829	συστατικός	G4956	1	
4832	συστενάζω	G4959	1	
4833	συστοιχέω	G4960	1	
4838	Συχάρ	G4965	1	
4841	σφάγιον	G4968	1	
4844	σφοδρῶς	G4971	1	
4847	σφυδρόν	G4974	1	
4854	σχολή	G4981	1	
4859	Σώπατρος	G4986	1	
4862	Σωσίπατρος	G4989	1	
4867	σωφρονίζω	G4994	1	
4868	σωφρονισμός	G4995	1	
4869	σωφρόνως	G4996	1	
4874	τάγμα	G5001	1	
4875	τακτός	G5002	1	
4876	ταλαιπωρέω	G5003	1	
4879	ταλαντιαῖος	G5006	1	
4881	ταλιθα	G5008	1	
4893	ταρταρόω	G5020	1	
4900	ταφή	G5027	1	
4912	τεκμήριον	G5039	1	
4914	τεκνογονέω	G5041	1	
4915	τεκνογονία	G5042	1	
4917	τεκνοτροφέω	G5044	1	
4922	τελείως	G5049	1	
4924	τελειωτής	G5051	1	
4925	τελεσφορέω	G5052	1	
4927	τελευτή	G5054	1	
4933	Τέρτιος	G5060	1	
4936	τεσσαρακονταετής	G5063	1	
4939	τεταρταῖος	G5066	1	
4941	τετράγωνος	G5068	1	
4942	τετράδιον	G5069	1	
4945	τετράμηνος	G5072	1	
4946	τετραπλοῦς	G5073	1	
4950	τεφρόω	G5077	1	
4954	τηλαυγῶς	G5081	1	
4959	Τιβέριος	G5086	1	
4963	Τιμαῖος	G5090	1	
4967	τιμιότης	G5094	1	
4969	Τίμων	G5096	1	
4971	τιμωρία	G5098	1	
4972	τίνω	G5099	1	
4980	τοιόσδε	G5107	1	
4982	τοῖχος	G5109	1	
4985	τολμηρότερον	G5112	1	
4986	τολμητής	G5113	1	
4987	τομώτερος	G5114	1	
4988	τόξον	G5115	1	
4989	τοπάζιον	G5116	1	
4995	τοὔνομα	G5122	1	
5006	τραπεζίτης	G5133	1	
5007	τραῦμα	G5134	1	
5009	τραχηλίζομαι	G5136	1	
5012	Τραχωνῖτις	G5139	1	
5021	τριετία	G5148	1	
5022	τρίζω	G5149	1	
5023	τρίμηνον	G5150	1	
5025	τρίστεγον	G5152	1	
5026	τρισχίλιοι	G5153	1	
5028	τρίχινος	G5155	1	
5030	τροπή	G5157	1	
5032	τροποφορέω	G5159	1	
5035	τροφός	G5162	1	
5036	τροχιά	G5163	1	
5037	τροχός	G5164	1	
5040	τρυγών	G5167	1	
5041	τρυμαλιά	G5168	1	
5042	τρύπημα	G5169	1	
5043	Τρύφαινα	G5170	1	
5044	τρυφάω	G5171	1	
5046	Τρυφῶσα	G5173	1	
5051	τυμπανίζω	G5178	1	
5054	Τύραννος	G5181	1	
5056	Τύριος	G5183	1	
5061	τύφομαι	G5188	1	
5062	τυφωνικός	G5189	1	
5064	ὑακίνθινος	G5191	1	
5065	ὑάκινθος	G5192	1	
5075	ὑδροποτέω	G5202	1	
5076	ὑδρωπικός	G5203	1	
5081	ὕλη	G5208	1	
5093	ὕπανδρος	G5220	1	
5099	ὑπείκω	G5226	1	
5103	ὑπέρακμος	G5230	1	
5105	ὑπεραυξάνω	G5232	1	
5107	ὑπερβαλλόντως	G5234	1	
5111	ὑπερέκεινα	G5238	1	
5112	ὑπερεκτείνω	G5239	1	
5113	ὑπερεκχύννομαι	G5240	1	
5114	ὑπερεντυγχάνω	G5241	1	
5116	ὑπερηφανία	G5243	1	
5118	ὑπερνικάω	G5245	1	
5122	ὑπερπερισσῶς	G5249	1	
5123	ὑπερπλεονάζω	G5250	1	
5124	ὑπερυψόω	G5251	1	
5125	ὑπερφρονέω	G5252	1	
5134	ὑπογραμμός	G5261	1	
5140	ὑπόδικος	G5267	1	
5142	ὑποζώννυμι	G5269	1	
5149	ὑπολήνιον	G5276	1	
5150	ὑπολιμπάνω	G5277	1	
5158	ὑποπνέω	G5285	1	
5164	ὑποστρωννύω	G5291	1	
5168	ὑποτρέχω	G5295	1	
5180	ὑφαντός	G5307	1	
5182	ὑψηλοφρονέω	G5309	1	
5190	Φάλεκ	G5317	1	
5195	φανός	G5322	1	
5196	Φανουήλ	G5323	1	
5197	φαντάζομαι	G5324	1	
5198	φαντασία	G5325	1	
5200	φάραγξ	G5327	1	
5206	φάρμακος	G5333	1	
5214	φαιλόνης	G5341	1	
5225	φθινοπωρινός	G5352	1	
5227	φθονέω	G5354	1	
5231	φιλάγαθος	G5358	1	
5234	φιλάδελφος	G5361	1	
5235	φίλανδρος	G5362	1	
5237	φιλανθρώπως	G5364	1	
5238	φιλαργυρία	G5365	1	
5240	φίλαυτος	G5367	1	
5242	φιλήδονος	G5369	1	
5244	Φιλήμων	G5371	1	
5245	Φίλητος	G5372	1	
5246	φιλία	G5373	1	
5247	Φιλιππήσιος	G5374	1	
5250	φιλόθεος	G5377	1	
5251	Φιλόλογος	G5378	1	
5252	φιλονεικία	G5379	1	
5253	φιλόνεικος	G5380	1	
5256	φιλοπρωτεύω	G5383	1	
5258	φιλοσοφία	G5385	1	
5259	φιλόσοφος	G5386	1	
5260	φιλόστοργος	G5387	1	
5261	φιλότεκνος	G5388	1	
5263	φιλοφρόνως	G5390	1	
5266	Φλέγων	G5393	1	
5269	φλυαρέω	G5396	1	
5270	φλύαρος	G5397	1	
5273	φόβητρον	G5400	1	
5275	Φοίβη	G5402	1	
5278	Φοῖνιξ	G5405	1	
5283	Φόρον	G5410	1	
5288	Φορτουνᾶτος	G5415	1	
5289	φραγέλλιον	G5416	1	
5292	φράζω	G5419	1	
5295	φρεναπατάω	G5422	1	
5296	φρεναπάτης	G5423	1	
5303	φρονίμως	G5430	1	
5304	φροντίζω	G5431	1	
5306	φρυάσσω	G5433	1	
5307	φρύγανον	G5434	1	
5309	Φύγελος	G5436	1	
5310	φυγή	G5437	1	
5312	φυλακίζω	G5439	1	
5313	φυλακτήριον	G5440	1	
5323	φυσίωσις	G5450	1	
5324	φυτεία	G5451	1	
5332	φωσφόρος	G5459	1	
5339	Χαλδαῖος	G5466	1	
5344	χαλκεύς	G5471	1	
5345	χαλκηδών	G5472	1	
5346	χαλκίον	G5473	1	
5351	Χαναναῖος	G5478	1	
5354	χαρακτήρ	G5481	1	
5355	χάραξ	G5482	1	
5362	χάρτης	G5489	1	
5363	χάσμα	G5490	1	
5365	χειμάζομαι	G5492	1	
5366	χείμαρρος	G5493	1	
5370	χειραγωγός	G5497	1	
5371	χειρόγραφον	G5498	1	
5381	Χίος	G5508	1	
5385	χλευάζω	G5512	1	
5386	χλιαρός	G5513	1	
5387	Χλόη	G5514	1	
5393	χολάω	G5520	1	
5398	χορός	G5525	1	
5400	χόρτασμα	G5527	1	
5402	Χουζᾶς	G5529	1	
5407	χρή	G5534	1	
5411	χρηματισμός	G5538	1	
5414	χρηστεύομαι	G5541	1	
5415	χρηστολογία	G5542	1	
5424	χρονοτριβέω	G5551	1	
5425	χρύσεος	G5552	1	
5427	χρυσοδακτύλιος	G5554	1	
5428	χρυσόλιθος	G5555	1	
5429	χρυσόπρασος	G5556	1	
5432	χρώς	G5559	1	
5439	χῶρος	G5566	1	
5443	ψευδαπόστολος	G5570	1	
5445	ψευδοδιδάσκαλος	G5572	1	
5446	ψευδολόγος	G5573	1	
5454	ψευδώνυμος	G5581	1	
5455	ψεῦσμα	G5582	1	
5460	ψιθυρισμός	G5587	1	
5461	ψιθυριστής	G5588	1	
5470	ψώχω	G5597	1	
5481	ὠνέομαι	G5608	1	
5485	ὠρύομαι	G5612	1	
5490	Ὡσηέ	G5617	1	
5492	ὡσπερεί	G5619	1	
1457	ἐθνικῶς	G1483	1	
2031	Ἑρμᾶς	G2057	1	
2213	ἦθος	G2239	1	
2221	ἧλος	G2247	1	
2734	κενῶς	G2761	1	
3364	ναῦς	G3491	1	
3450	νῶτος	G3577	1	
4858	σωματικῶς	G4985	1	
5173	ὗς	G5300	1	
5320	φυσικῶς	G5447	1	
142	ἀκαθάρτης	G168	1	KJV
157	ἀκατάσχετος	G183	1	KJV
170	ἀκριβέστατος	G196	1	KJV
225	ἅλς	G251	1	KJV
274	Ἀμών	G300	1	KJV
308	ἀνάθημα	G334	1	KJV
322	ἀνακόπτω	G348	1	KJV
419	ἀνθυπατεύω	G445	1	KJV
422	ἀνίλεως	G448	1	KJV
508	ἀπάρτι	G534	1	KJV
540	ἀπέχει	G566	1	KJV
555	ἀπογενόμενος	G581	1	KJV
595	ἀπολείχω	G621	1	KJV
611	ἀποπλύνω	G637	1	KJV
617	ἀποσκευάζω	G643	1	KJV
689	ἄρκτος	G715	1	KJV
693	ἁρμός	G719	1	KJV
703	ἄῤῥαφος	G729	1	KJV
795	ἀτιμόω	G821	1	KJV
850	ἀφρός	G876	1	KJV
899	βαρύνω	G925	1	KJV
936	Βηθαβαρά	G962	1	KJV
938	Βηθεσδά	G964	1	KJV
976	βολίς	G1002	1	KJV
1005	βρύχω	G1031	1	KJV
1060	Γεργεσηνός	G1086	1	KJV
1148	δεισιδαιμονέστερος	G1174	1	KJV
1170	δεσμέω	G1196	1	KJV
1181	δευτερόπρωτος	G1207	1	KJV
1195	δήποτε	G1221	1	KJV
1206	διαγνωρίζω	G1232	1	KJV
1225	διακούομαι	G1251	1	KJV
1281	διαφανής	G1307	1	KJV
1418	Ἑβραϊκός	G1444	1	KJV
1481	εἱλίσσω	G1507	1	KJV
1546	ἐκκαίω	G1572	1	KJV
1559	ἐκλανθάνομαι	G1585	1	KJV
1621	ἐλαχιστότερος	G1647	1	KJV
1643	ἑλκόω	G1669	1	KJV
1652	Ἐλμωδάμ	G1678	1	KJV
1666	ἐμέω	G1692	1	KJV
1671	Ἐμμόρ	G1697	1	KJV
1688	ἐμπρήθω	G1714	1	KJV
1713	ἐνδόμησις	G1739	1	KJV
1723	ἔνεδρον	G1749	1	KJV
1743	ἐννεός	G1769	1	KJV
1747	ἔννυχον	G1773	1	KJV
1801	ἐξελέγχω	G1827	1	KJV
1839	ἐπαθροίζω	G1865	1	KJV
1845	ἐπαιτέω	G1871	1	KJV
1847	ἐπακούω	G1873	1	KJV
1862	ἐπαυτοφώρῳ	G1888	1	KJV
1871	ἐπείπερ	G1897	1	KJV
1890	ἐπιβοάω	G1916	1	KJV
2041	ἔσθησις	G2067	1	KJV
2119	εὐπρόσεδρος	G2145	1	KJV
2153	Ἐφεσῖνος	G2179	1	KJV
2260	θανάσιμος	G2286	1	KJV
2287	θεομαχέω	G2313	1	KJV
2313	θήρα	G2339	1	KJV
2329	θρῆνος	G2355	1	KJV
2347	θυμόω	G2373	1	KJV
2371	ἰδέα	G2397	1	KJV
2425	Ἰουδαϊκός	G2451	1	KJV
2464	Ἰωαννᾶς	G2490	1	KJV
2471	Ἰωρείμ	G2497	1	KJV
2540	καλλίον	G2566	1	KJV
2542	Καλοὶ Λιμένες	G2568	1	KJV
2598	κατακληροδοτέω	G2624	1	KJV
2614	κατάλειμμα	G2640	1	KJV
2626	κατανάθεμα	G2652	1	KJV
2674	κατατοξεύω	G2700	1	KJV
2708	κατόρθωμα	G2735	1	KJV
2754	κηρίον	G2781	1	KJV
2769	κίνησις	G2796	1	KJV
2775	Κλαύδη	G2802	1	KJV
2831	Κολοσσαεύς	G2858	1	KJV
2837	κόμη	G2864	1	KJV
2945	Κώς	G2972	1	KJV
2970	λάσχω	G2997	1	KJV
2975	Λεββαῖος	G3002	1	KJV
3066	Μαγδαλά	G3093	1	KJV
3077	Μαϊνάν	G3104	1	KJV
3139	μεγαλαυχέω	G3166	1	KJV
3154	μεθόριος	G3181	1	KJV
3158	μεῖζον	G3185	1	KJV
3166	μελίσσιος	G3193	1	KJV
3248	μήν	G3375	1	KJV
3263	μητρόπολις	G3390	1	KJV
3326	μυέω	G3453	1	KJV
3332	μύλων	G3459	1	KJV
3369	Νεάπολις	G3496	1	KJV
3370	Νεεμάν	G3497	1	KJV
3378	Νέρων	G3505	1	KJV
3408	Νινευΐ	G3535	1	KJV
3426	νόσημα	G3553	1	KJV
3434	νουμηνία	G3561	1	KJV
3500	οἰκτείρω	G3627	1	KJV
3531	ὅμιλος	G3658	1	KJV
3535	ὁμοιάζω	G3662	1	KJV
3571	ὁπότε	G3698	1	KJV
3594	ὄρθριος	G3721	1	KJV
3619	ὅσπερ	G3746	1	KJV
3691	Πακατιανή	G3818	1	KJV
3696	πάλη	G3823	1	KJV
3700	πάμπολυς	G3827	1	KJV
3709	πανταχόθεν	G3836	1	KJV
3732	παραδιατριβή	G3859	1	KJV
3742	παρακαθίζω	G3869	1	KJV
3905	περικρύπτω	G4032	1	KJV
